"SMRACAA_AREA","SMRACAA_TERM_CODE_EFF","SMRACAA_ACTIVITY_DATE","SMRACAA_TRANSFER_IND","SMRACAA_SEQNO","SMRACAA_SPLIT_COURSE_IND","SMRACAA_CONNECTOR_REQ","SMRACAA_CONNECTOR_MAX","SMRACAA_CONNECTOR_TRANSFER","SMRACAA_CNT_IN_GPA_IND","SMRACAA_SET","SMRACAA_SUBSET","SMRACAA_RULE","SMRACAA_SUBJ_CODE","SMRACAA_CRSE_NUMB_LOW","SMRACAA_CRSE_NUMB_HIGH","SMRACAA_ATTR_CODE","SMRACAA_ATTS_CODE","SMRACAA_CAMP_CODE","SMRACAA_COLL_CODE","SMRACAA_DEPT_CODE","SMRACAA_YEAR_RULE","SMRACAA_TERM_CODE_FROM","SMRACAA_TERM_CODE_TO","SMRACAA_REQ_CREDITS","SMRACAA_REQ_COURSES","SMRACAA_MAX_CREDITS","SMRACAA_MAX_COURSES","SMRACAA_MIN_CRED_CRSE","SMRACAA_MAX_CRED_CRSE","SMRACAA_COMPL_CREDITS","SMRACAA_COMPL_COURSES","SMRACAA_GRDE_CODE_MIN","SMRACAA_MAX_CREDITS_TRANSFER","SMRACAA_MAX_COURSES_TRANSFER","SMRACAA_END_FUNCTION","SMRACAA_CATALOG_IND","SMRACAA_TESC_CODE","SMRACAA_MIN_VALUE","SMRACAA_MAX_VALUE","SMRACAA_CONCURRENCY_IND","SMRACAA_SURROGATE_ID","SMRACAA_VERSION","SMRACAA_USER_ID","SMRACAA_DATA_ORIGIN","SMRACAA_VPDI_CODE"
P-ENGL1010,202180,08/18/2021 3:05:27 PM,Y,2,Y,N,N,N,Y,A10,200,,DSPW,0800,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,15468,0,,,
P-ENGL1010,202180,08/18/2021 3:05:27 PM,Y,4,Y,N,N,N,Y,A10,300,,,,,,,,,,,,,,,,,,,,,,,,,N,DSPW,4,,N,15469,0,,,
P-ENGL1010,202180,08/18/2021 3:05:27 PM,Y,6,Y,N,N,N,Y,A10,400,,,,,,,,,,,,,,,,,,,,,,,,,N,A01,18,36,N,15470,0,,,
P-ENGL1010,202180,08/18/2021 3:05:27 PM,Y,10,Y,N,N,N,Y,A10,500,,,,,,,,,,,,,,,,,,,,,,,,,N,S07,390,450,N,15471,0,,,
P-ENGL1010,202180,08/18/2021 3:06:04 PM,Y,11,Y,N,N,N,Y,A10,100,,UNIV,1100,,,,,,,,,,,,,,,,,,D,,,,N,,,,Y,15472,1,,,
P-ENGL1020,200880,10/03/2008,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,131,0,,,
P-ENGL2030,201280,07/16/2012,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,5697,0,,,
P-ENGL2030,201280,07/16/2012,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,5698,0,,,
P-ENGL2045,201880,04/02/2018,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,11231,0,,,
P-ENGL2045,201880,04/02/2018,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,11230,0,,,
P-ENGL2055,201880,04/02/2018,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,11232,0,,,
P-ENGL2110,200880,12/09/2008,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,4481,0,,,
P-ENGL2110,200880,12/09/2008,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,1889,0,,,
P-ENGL2112,200880,07/05/2007,Y,1,Y,N,N,N,Y,,,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,133,0,,,
P-ENGL2114,200880,07/05/2007,Y,1,Y,N,N,N,Y,,,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,134,0,,,
P-ENGL2120,201650,02/21/2018,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,10949,0,,,
P-ENGL2120,201650,02/21/2018,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,10948,1,,,
P-ENGL2130,201610,11/09/2015 2:12:18 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3237,0,,,
P-ENGL2210,201350,04/05/2013,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,7729,0,,,
P-ENGL2210,201350,04/05/2013,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,7730,0,,,
P-ENGL2220,201580,04/20/2015,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,10224,0,,,
P-ENGL2220,201580,04/20/2015,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,10225,0,,,
P-ENGL2230,200880,06/17/2009,Y,3,Y,N,N,N,Y,A01,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,4756,0,,,
P-ENGL2230,200880,06/17/2009,Y,1,Y,N,N,N,Y,A01,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,434,0,,,
P-ENGL2230,200880,11/17/2009,Y,2,Y,N,N,N,Y,A01,200,,ENG,101,102,,,,,,,,,,,,,,,,,C,,,,N,,,,N,778,0,,,
P-ENGL2235,201710,06/19/2017,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3470,1,,,
P-ENGL2310,201680,03/22/2016,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,2834,0,,,
P-ENGL2310,201680,03/22/2016,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,2833,0,,,
P-ENGL2320,201880,04/23/2018,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,11348,0,,,
P-ENGL2330,202180,06/30/2021 11:51:45 AM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14622,0,,,
P-ENGL2410,201710,11/15/2016,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3391,0,,,
P-ENGL2410,201710,11/15/2016,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3390,0,,,
P-ENGL2420,200880,07/17/2007,Y,1,Y,N,N,N,Y,,,,ENGL,1010,1020,,,,,,,,,,,,,,,,,C,,,,N,,,,N,437,0,,,
P-ENGL2530,201480,08/01/2014,Y,1,Y,N,N,N,Y,,,,ENGL,1020,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,8670,0,,,
P-ENGL2630,200880,07/05/2007,Y,1,Y,N,N,N,Y,,,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,135,0,,,
P-ENGL3000,202180,06/30/2021 11:55:09 AM,Y,6,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14629,0,,,
P-ENGL3000,202180,06/30/2021 11:56:37 AM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14628,2,,,
P-ENGL3000,202180,06/30/2021 11:56:37 AM,Y,4,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14627,2,,,
P-ENGL3000,202180,06/30/2021 11:55:09 AM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14624,0,,,
P-ENGL3000,202180,06/30/2021 11:56:37 AM,Y,3,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14626,2,,,
P-ENGL3250,202150,06/30/2021 3:10:30 PM,Y,1,Y,N,N,N,Y,,,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14677,1,,,
P-ENGL3290,200880,07/17/2007,Y,1,Y,N,N,N,Y,,,,ENGL,1010,1020,,,,,,,,,,,,,,,,,C,,,,N,,,,N,441,0,,,
P-ENGL3400,202150,06/30/2021 3:40:07 PM,Y,7,Y,N,N,N,Y,A10,700,,ENGL,3920,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14720,1,,,
P-ENGL3400,202150,06/30/2021 3:40:07 PM,Y,6,Y,N,N,N,Y,A10,600,,ENGL,3910,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14719,1,,,
P-ENGL3400,202150,06/30/2021 3:40:07 PM,Y,5,Y,N,N,N,Y,A10,500,,ENGL,3820,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14718,1,,,
P-ENGL3400,202150,06/30/2021 3:40:07 PM,Y,4,Y,N,N,N,Y,A10,400,,ENGL,3810,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14717,1,,,
P-ENGL3400,202150,06/30/2021 3:38:57 PM,Y,3,Y,N,N,N,Y,A10,300,,ENGL,2330,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14716,0,,,
P-ENGL3400,202150,06/30/2021 3:38:57 PM,Y,2,Y,N,N,N,Y,A10,200,,ENGL,2235,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14715,0,,,
P-ENGL3400,202150,06/30/2021 3:38:57 PM,Y,8,Y,N,N,N,Y,A10,100,,ENGL,2130,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14721,0,,,
P-ENGL3410,202180,07/14/2021 3:49:47 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2110,,,,,,,,,,,,,,,,,,,,,,N,,,,N,15031,2,,,
P-ENGL3410,202180,07/14/2021 3:49:47 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,,,,,N,,,,N,15028,1,,,
P-ENGL3410,202180,07/14/2021 3:49:47 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,,,,,N,,,,N,15029,1,,,
P-ENGL3410,202180,07/14/2021 3:49:47 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2010,,,,,,,,,,,,,,,,,,,,,,N,,,,N,15030,2,,,
P-ENGL3410,202180,07/14/2021 3:49:47 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2120,,,,,,,,,,,,,,,,,,,,,,N,,,,N,15032,2,,,
P-ENGL3410,202180,07/14/2021 3:49:35 PM,Y,6,Y,N,N,N,Y,A20,400,,ENGL,2210,,,,,,,,,,,,,,,,,,,,,,N,,,,N,15033,0,,,
P-ENGL3410,202180,07/14/2021 3:49:35 PM,Y,7,Y,N,N,N,Y,A20,500,,ENGL,2220,,,,,,,,,,,,,,,,,,,,,,N,,,,N,15034,0,,,
P-ENGL3410,202180,07/14/2021 3:49:35 PM,Y,9,Y,N,N,N,Y,A20,700,,ENGL,2420,,,,,,,,,,,,,,,,,,,,,,N,,,,N,15036,0,,,
P-ENGL3410,202180,07/14/2021 3:49:35 PM,Y,8,Y,N,N,N,Y,A20,600,,ENGL,2410,,,,,,,,,,,,,,,,,,,,,,N,,,,N,15035,0,,,
P-ENGL3500,202150,06/30/2021 3:42:57 PM,Y,5,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14682,2,,,
P-ENGL3500,202150,06/30/2021 3:42:57 PM,Y,6,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14722,0,,,
P-ENGL3500,202150,06/30/2021 3:42:58 PM,Y,8,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14724,0,,,
P-ENGL3500,202150,06/30/2021 3:42:58 PM,Y,7,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14723,0,,,
P-ENGL3500,202150,06/30/2021 3:42:58 PM,Y,9,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14725,0,,,
P-ENGL3600,202150,06/30/2021 3:45:43 PM,Y,5,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14726,0,,,
P-ENGL3600,202150,06/30/2021 3:45:43 PM,Y,4,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14687,2,,,
P-ENGL3600,202150,06/30/2021 3:45:43 PM,Y,6,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14727,0,,,
P-ENGL3600,202150,06/30/2021 3:45:43 PM,Y,8,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14729,0,,,
P-ENGL3600,202150,06/30/2021 3:45:43 PM,Y,7,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14728,0,,,
P-ENGL3730,201150,06/03/2011 1:48:09 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,9744,0,,,
P-ENGL3730,201150,06/03/2011,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,9745,0,,,
P-ENGL3730,201150,06/03/2011,Y,3,Y,N,N,N,Y,A10,200,,ENGL,2110,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,9746,0,,,
P-ENGL3730,201150,06/03/2011,Y,4,Y,N,N,N,Y,A10,400,,ENGL,2210,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,9747,0,,,
P-ENGL3730,201150,06/03/2011,Y,5,Y,N,N,N,Y,A10,100,,ENGL,2010,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,9749,0,,,
P-ENGL3730,201150,06/03/2011,Y,6,Y,N,N,N,Y,A10,300,,ENGL,2120,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,9750,0,,,
P-ENGL3730,201150,06/03/2011,Y,7,Y,N,N,N,Y,A10,500,,ENGL,2220,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,9751,0,,,
P-ENGL3730,201150,06/03/2011,Y,9,Y,N,N,N,Y,A10,700,,ENGL,2420,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,9753,0,,,
P-ENGL3730,201150,06/03/2011,Y,8,Y,N,N,N,Y,A10,600,,ENGL,2410,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,9752,0,,,
P-ENGL3810,202150,06/30/2021 3:46:26 PM,Y,5,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14692,2,,,
P-ENGL3810,202150,06/30/2021 3:46:26 PM,Y,6,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14730,0,,,
P-ENGL3810,202150,07/27/2021 1:33:59 PM,Y,8,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14732,1,,,
P-ENGL3810,202150,07/27/2021 1:33:59 PM,Y,7,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14731,1,,,
P-ENGL3810,202150,07/27/2021 1:33:59 PM,Y,9,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14733,1,,,
P-ENGL3820,202150,06/30/2021 3:47:16 PM,Y,5,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14697,2,,,
P-ENGL3820,202150,07/27/2021 1:34:16 PM,Y,9,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14737,1,,,
P-ENGL3820,202150,07/27/2021 1:34:16 PM,Y,8,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14736,1,,,
P-ENGL3820,202150,07/27/2021 1:34:16 PM,Y,7,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14735,1,,,
P-ENGL3820,202150,06/30/2021 3:47:16 PM,Y,6,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14734,0,,,
P-ENGL3910,202150,06/30/2021 3:48:02 PM,Y,5,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14702,2,,,
P-ENGL3910,202150,06/30/2021 3:48:02 PM,Y,6,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14738,0,,,
P-ENGL3910,202150,07/27/2021 1:57:10 PM,Y,7,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14739,1,,,
P-ENGL3910,202150,07/27/2021 1:57:10 PM,Y,8,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14740,1,,,
P-ENGL3910,202150,07/27/2021 1:57:10 PM,Y,9,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14741,1,,,
P-ENGL3920,202150,07/27/2021 1:57:26 PM,Y,6,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14743,1,,,
P-ENGL3920,202150,07/27/2021 1:57:26 PM,Y,7,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14744,1,,,
P-ENGL3920,202150,06/30/2021 3:51:12 PM,Y,5,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14742,0,,,
P-ENGL3920,202150,06/30/2021 3:51:12 PM,Y,4,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14707,2,,,
P-ENGL3920,202150,07/27/2021 1:57:26 PM,Y,8,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14745,1,,,
P-ENGL4111,202150,06/30/2021 3:36:13 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14712,2,,,
P-ENGL4111,202150,06/30/2021 3:36:13 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14711,2,,,
P-ENGL4111,202150,06/30/2021 3:34:18 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14710,0,,,
P-ENGL4111,202150,06/30/2021 3:34:18 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14709,0,,,
P-ENGL4111,202150,06/30/2021 3:36:13 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14713,2,,,
P-ENGL4121,202150,06/30/2021 3:51:47 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14746,0,,,
P-ENGL4121,202150,06/30/2021 3:51:47 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14747,0,,,
P-ENGL4121,202150,07/27/2021 2:40:17 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14748,2,,,
P-ENGL4121,202150,07/27/2021 2:40:18 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14749,2,,,
P-ENGL4121,202150,07/27/2021 2:40:18 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14750,2,,,
P-ENGL4130,202150,07/27/2021 2:44:50 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14755,2,,,
P-ENGL4130,202150,07/27/2021 2:44:50 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14754,2,,,
P-ENGL4130,202150,06/30/2021 3:52:36 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14753,0,,,
P-ENGL4130,202150,06/30/2021 3:52:36 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14752,0,,,
P-ENGL4130,202150,07/27/2021 2:44:50 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14756,2,,,
P-ENGL4140,202150,06/30/2021 3:53:27 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14759,0,,,
P-ENGL4140,202150,06/30/2021 3:53:27 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14758,0,,,
P-ENGL4140,202150,07/27/2021 1:58:55 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14760,2,,,
P-ENGL4140,202150,07/27/2021 1:58:55 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14761,2,,,
P-ENGL4140,202150,07/27/2021 1:58:55 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14762,2,,,
P-ENGL4210,202150,06/30/2021 3:54:11 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14765,0,,,
P-ENGL4210,202150,06/30/2021 3:54:11 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14764,0,,,
P-ENGL4210,202150,07/27/2021 2:41:46 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14766,2,,,
P-ENGL4210,202150,07/27/2021 2:41:46 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14768,2,,,
